"","Sp1","Plant","Plant_ID","Revision_ID","DateTime","Behaviour","Coexistence","n_cam","Days","Days.in.field","duration","ID","effort_pl_sp","effort_ind","Long","Lat","SpeciesType"
"3345","apode-mus","rulm","rulm012","Rev08",2022-08-08 06:02:38,"eating, eating, eating",FALSE,1,"8.317384259",9,"50.432829","Rulm012_Rev08_IMG_0048.AVI, IMG_0049.AVI, IMG_0049.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3346","cervus elaphus","rulm","rulm045","Rev08",2022-08-08 10:46:32,"eating, probably eating",FALSE,1,"8.986365741",9,"30.41618","Rulm045_Rev08_IMG_0095.AVI, IMG_0097.AVI",2298.730023284,61.673842594,-6.484169969,36.98140003,"Mammal"
"3347","sylvia communis","rulm","rulm015","Rev08",2022-08-08 13:29:40,"probably eating",FALSE,1,"8.906458333",9,"19.666352","Rulm015_Rev08_IMG_0252.AVI",2298.730023284,122.363703703,-6.442690026015,36.992230033502,"Bird"
"3348","sylvia melanocephala","aspa","aspa012","Rev08",2022-08-08 14:18:30,"probably eating",FALSE,1,"8.995300926",9,"10.25","Aspa012_Rev08_IMG_0254.MP4",1143.625705974,81.595833336,-6.484080032,36.98124999,"Bird"
"3349","hippolais poliglotta","rulm","rulm032","Rev08",2022-08-08 17:24:12,"searching for food",FALSE,1,"8.752893519",9,"10.249836","Rulm032_Rev08_IMG_0114.AVI",2298.730023284,77.820601853,-6.452219998,36.95978,"Bird"
"3350","sylvia communis","rulm","rulm032","Rev08",2022-08-08 17:24:36,"searching for food",FALSE,1,"8.752893519",9,"10.20817","Rulm032_Rev08_IMG_0116.AVI",2298.730023284,77.820601853,-6.452219998,36.95978,"Bird"
"3351","sylvia melanocephala","rulm","rulm047","Rev08",2022-08-08 19:11:26,"eating, eating",FALSE,1,"8.047939815",9,"20.666336","Rulm047_Rev08_IMG_0017.AVI, IMG_0017.AVI",2298.730023284,55.695925926,-6.484169969,36.98134596,"Bird"
"3352","sylvia melanocephala","rulm","rulm018","Rev08",2022-08-08 19:57:06,"probably eating",TRUE,1,"8.902199074",9,"10.166504","Rulm018_Rev08_IMG_0062.AVI",2298.730023284,80.707175925,-6.484210034832,36.981359962374,"Bird"
"3353","sylvia melanocephala","rulm","rulm036","Rev08",2022-08-08 20:01:14,"eating",FALSE,1,"7.998819444",9,"17.49972","Rulm036_Rev08_IMG_0048.AVI",2298.730023284,48.440324074,-6.440420039,36.98771001,"Bird"
"3354","cervus elaphus","rulm","rulm018","Rev08",2022-08-08 22:42:48,"eating, eating, eating",FALSE,1,"8.33269290133333",9,"61.624014","Rulm018_Rev08_IMG_0063.AVI, IMG_0019.AVI, IMG_0019.AVI",2298.730023284,80.707175925,-6.484210034832,36.981359962374,"Mammal"
"3355","apode-mus","rulm","rulm036","Rev08",2022-08-09 00:14:44,"searching for food",FALSE,1,"7.998819444",9,"18.7497","Rulm036_Rev08_IMG_0049.AVI",2298.730023284,48.440324074,-6.440420039,36.98771001,"Mammal"
"3356","cervus elaphus","aspa","aspa014","Rev08",2022-08-09 02:53:14,"probably eating, probably eating",FALSE,1,"7.83349537",9,"28","Aspa014_Rev08_IMG_0033.MP4, IMG_0034.MP4",1143.625705974,112.141620372,-6.483950028,36.98114002,"Mammal"
"3357","apode-mus","rulm","rulm012","Rev08",2022-08-09 03:56:26,"eating, eating",FALSE,1,"8.317384259",9,"31.366353","Rulm012_Rev08_IMG_0065.AVI, IMG_0066.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3358","rattus","rulm","rulm012","Rev08",2022-08-09 03:56:48,"eating, eating",FALSE,1,"8.317384259",9,"31.366353","Rulm012_Rev08_IMG_0065.AVI, IMG_0066.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3359","apode-mus","rulm","rulm012","Rev08",2022-08-09 04:03:04,"eating",FALSE,1,"8.317384259",9,"16.733166","Rulm012_Rev08_IMG_0068.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3360","rattus","rulm","rulm012","Rev08",2022-08-09 04:03:22,"eating, eating",FALSE,1,"8.317384259",9,"27.199728","Rulm012_Rev08_IMG_0068.AVI, IMG_0069.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3361","apode-mus","rulm","rulm022","Rev08",2022-08-09 04:14:26,"probably eating, searching for food",FALSE,1,"8.964837963",9,"20.583004","Rulm022_Rev08_IMG_0454.AVI, IMG_0454.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3362","apode-mus","rulm","rulm012","Rev08",2022-08-09 05:07:12,"eating",FALSE,1,"8.317384259",9,"10.433229","Rulm012_Rev08_IMG_0070.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3363","rattus","rulm","rulm012","Rev08",2022-08-09 05:07:22,"eating",FALSE,1,"8.317384259",9,"10.433229","Rulm012_Rev08_IMG_0070.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3364","apode-mus","rulm","rulm012","Rev08",2022-08-09 05:07:58,"eating",FALSE,1,"8.317384259",9,"16.799832","Rulm012_Rev08_IMG_0071.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3365","rattus","rulm","rulm012","Rev08",2022-08-09 05:08:14,"eating",FALSE,1,"8.317384259",9,"16.799832","Rulm012_Rev08_IMG_0071.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3366","apode-mus","rulm","rulm022","Rev08",2022-08-09 05:48:58,"eating, eating, searching for food",FALSE,1,"8.74902006166667",9,"41.449463","Rulm022_Rev08_IMG_0455.AVI, IMG_0072.AVI, IMG_0455.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3367","rattus","rulm","rulm012","Rev08",2022-08-09 05:50:18,"eating",FALSE,1,"8.317384259",9,"21.033123","Rulm012_Rev08_IMG_0072.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3368","sylvia melanocephala","rulm","rulm018","Rev08",2022-08-09 13:38:24,"eating",FALSE,1,"8.902199074",9,"16.24974","Rulm018_Rev08_IMG_0070.AVI",2298.730023284,80.707175925,-6.484210034832,36.981359962374,"Bird"
"3369","sylvia melanocephala","rulm","rulm018","Rev08",2022-08-09 15:40:00,"probably eating, probably eating",FALSE,1,"8.902199074",9,"20.499672","Rulm018_Rev08_IMG_0074.AVI, IMG_0074.AVI",2298.730023284,80.707175925,-6.484210034832,36.981359962374,"Bird"
"3370","sylvia melanocephala","rulm","rulm009","Rev08",2022-08-09 17:01:46,"eating, eating",FALSE,1,"7.776481481",9,"20.833","Rulm009_Rev08_IMG_0010.AVI, IMG_0010.AVI",2298.730023284,87.757546296,-6.440439987928,36.987659968436,"Bird"
"3371","cervus elaphus","rulm","rulm045","Rev08",2022-08-09 18:22:14,"probably eating, searching for food",FALSE,1,"8.986365741",9,"40.41602","Rulm045_Rev08_IMG_0106.AVI, IMG_0106.AVI",2298.730023284,61.673842594,-6.484169969,36.98140003,"Mammal"
"3372","cervus elaphus","rulm","rulm045","Rev08",2022-08-09 18:23:58,"eating, eating, eating",FALSE,1,"8.986365741",9,"36.624414","Rulm045_Rev08_IMG_0112.AVI, IMG_0113.AVI, IMG_0114.AVI",2298.730023284,61.673842594,-6.484169969,36.98140003,"Mammal"
"3373","apode-mus","rulm","rulm022","Rev08",2022-08-10 02:22:12,"eating, eating, probably eating, searching for food",FALSE,1,"8.964837963",9,"61.87401","Rulm022_Rev08_IMG_0474.AVI, IMG_0475.AVI, IMG_0474.AVI, IMG_0476.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3374","apode-mus","rulm","rulm022","Rev08",2022-08-10 02:22:42,"probably eating",FALSE,1,"8.964837963",9,"10.333168","Rulm022_Rev08_IMG_0476.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3375","apode-mus","rulm","rulm012","Rev08",2022-08-10 04:02:14,"eating",FALSE,1,"8.317384259",9,"20.99979","Rulm012_Rev08_IMG_0212.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3376","apode-mus","rulm","rulm012","Rev08",2022-08-10 04:06:18,"eating, eating",FALSE,1,"8.317384259",9,"41.799582","Rulm012_Rev08_IMG_0214.AVI, IMG_0214.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3377","apode-mus","rulm","rulm012","Rev08",2022-08-10 04:11:52,"eating, eating",FALSE,1,"8.317384259",9,"33.466332","Rulm012_Rev08_IMG_0216.AVI, IMG_0216.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3378","apode-mus","rulm","rulm012","Rev08",2022-08-10 04:16:58,"eating, eating",FALSE,1,"8.317384259",9,"20.99979","Rulm012_Rev08_IMG_0217.AVI, IMG_0217.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3379","apode-mus","rulm","rulm012","Rev08",2022-08-10 04:24:12,"eating, eating",FALSE,1,"8.317384259",9,"41.99958","Rulm012_Rev08_IMG_0218.AVI, IMG_0218.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3380","sylvia communis","rulm","rulm022","Rev08",2022-08-10 07:56:26,"searching for food",FALSE,1,"8.964837963",9,"10.333168","Rulm022_Rev08_IMG_0477.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Bird"
"3381","sylvia melanocephala","rulm","rulm022","Rev08",2022-08-10 07:56:36,"searching for food",FALSE,1,"8.964837963",9,"10.333168","Rulm022_Rev08_IMG_0477.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Bird"
"3382","cervus elaphus","rulm","rulm009","Rev08",2022-08-10 08:07:40,"eating, eating",FALSE,1,"7.776481481",9,"67.790582","Rulm009_Rev08_IMG_0011.AVI, IMG_0012.AVI",2298.730023284,87.757546296,-6.440439987928,36.987659968436,"Mammal"
"3383","sylvia communis","rulm","rulm009","Rev08",2022-08-10 18:40:10,"searching for food, searching for food",FALSE,1,"7.776481481",9,"20.333008","Rulm009_Rev08_IMG_0015.AVI, IMG_0015.AVI",2298.730023284,87.757546296,-6.440439987928,36.987659968436,"Bird"
"3384","sylvia melanocephala","rulm","rulm045","Rev08",2022-08-11 09:54:12,"probably eating, searching for food",FALSE,1,"8.986365741",9,"20.41634","Rulm045_Rev08_IMG_0116.AVI, IMG_0116.AVI",2298.730023284,61.673842594,-6.484169969,36.98140003,"Bird"
"3385","apode-mus","rulm","rulm022","Rev08",2022-08-11 00:18:56,"eating, searching for food",FALSE,1,"8.964837963",9,"20.499672","Rulm022_Rev08_IMG_0480.AVI, IMG_0480.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3386","apode-mus","rulm","rulm022","Rev08",2022-08-11 05:37:24,"searching for food",FALSE,1,"8.964837963",9,"10.249836","Rulm022_Rev08_IMG_0482.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3387","apode-mus","rulm","rulm022","Rev08",2022-08-11 05:37:36,"eating, eating, eating, searching for food",FALSE,1,"8.964837963",9,"40.874346","Rulm022_Rev08_IMG_0482.AVI, IMG_0483.AVI, IMG_0484.AVI, IMG_0483.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3388","apode-mus","rulm","rulm022","Rev08",2022-08-11 05:53:48,"probably eating, eating, eating, eating, probably eating, searching for food, eating, eating",FALSE,1,"8.964837963",9,"107.331616","Rulm022_Rev08_IMG_0486.AVI, IMG_0487.AVI, IMG_0488.AVI, IMG_0489.AVI, IMG_0486.AVI, IMG_0487.AVI, IMG_0488.AVI, IMG_0489.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3389","apode-mus","rulm","rulm022","Rev08",2022-08-11 06:06:36,"probably eating",FALSE,1,"8.964837963",9,"16.24974","Rulm022_Rev08_IMG_0490.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Mammal"
"3390","apode-mus","rulm","rulm012","Rev08",2022-08-11 06:13:32,"probably eating, searching for food",FALSE,1,"8.317384259",9,"20.99979","Rulm012_Rev08_IMG_0233.AVI, IMG_0233.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3391","sylvia melanocephala","rulm","rulm047","Rev08",2022-08-11 09:03:24,"eating, searching for food",FALSE,1,"8.047939815",9,"36.999408","Rulm047_Rev08_IMG_0023.AVI, IMG_0023.AVI",2298.730023284,55.695925926,-6.484169969,36.98134596,"Bird"
"3392","sylvia communis","rulm","rulm001","Rev08",2022-08-11 09:17:48,"eating",FALSE,1,"7.811805556",9,"10.249836","Rulm001_Rev08_IMG_0010.AVI",2298.730023284,99.510601853,-6.452510012314,36.960070012137,"Bird"
"3393","cervus elaphus","rulm","rulm032","Rev08",2022-08-11 09:28:14,"eating",FALSE,1,"8.752893519",9,"17.541386","Rulm032_Rev08_IMG_0121.AVI",2298.730023284,77.820601853,-6.452219998,36.95978,"Mammal"
"3394","sylvia melanocephala","rulm","rulm047","Rev08",2022-08-11 11:21:16,"probably eating",FALSE,1,"8.047939815",9,"10.333168","Rulm047_Rev08_IMG_0024.AVI",2298.730023284,55.695925926,-6.484169969,36.98134596,"Bird"
"3395","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 11:31:02,"eating",FALSE,1,"4.270625",7,"10.291502","Rulm011_Rev09_IMG_0002.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3396","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 12:12:22,"eating, eating",FALSE,1,"4.270625",7,"20.41634","Rulm011_Rev09_IMG_0004.AVI, IMG_0004.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3397","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 12:36:22,"eating",FALSE,1,"4.270625",7,"10.333168","Rulm011_Rev09_IMG_0005.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3398","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 12:56:36,"eating, eating",FALSE,1,"4.270625",7,"20.583004","Rulm011_Rev09_IMG_0006.AVI, IMG_0006.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3399","saxicola rubicola","rulm","rulm014","Rev09",2022-08-11 13:17:44,"eating, eating, eating, eating",FALSE,1,"5.209953704",7,"50.399496","Rulm014_Rev09_IMG_0002.AVI, IMG_0003.AVI, IMG_0004.AVI, IMG_0005.AVI",2298.730023284,93.834791667,-6.442530015484,36.990809971467,"Bird"
"3400","hippolais poliglotta","rulm","rulm014","Rev09",2022-08-11 13:45:36,"probably eating",FALSE,1,"5.209953704",7,"29.466372","Rulm014_Rev09_IMG_0007.AVI",2298.730023284,93.834791667,-6.442530015484,36.990809971467,"Bird"
"3401","sylvia melanocephala","rulm","rulm015","Rev09",2022-08-11 14:06:12,"eating, probably eating",FALSE,1,"4.021898148",7,"20.249676","Rulm015_Rev09_IMG_0002.AVI, IMG_0003.AVI",2298.730023284,122.363703703,-6.442690026015,36.992230033502,"Bird"
"3402","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 14:32:04,"eating, eating",FALSE,1,"4.270625",7,"32.999472","Rulm011_Rev09_IMG_0008.AVI, IMG_0008.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3403","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 14:33:48,"eating",FALSE,1,"4.270625",7,"10.333168","Rulm011_Rev09_IMG_0009.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3404","sylvia communis","rulm","rulm017","Rev09",2022-08-11 15:13:48,"searching for food",FALSE,1,"6.881828704",7,"10.333168","Rulm017_Rev09_IMG_0005.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3405","sylvia melanocephala","rulm","rulm017","Rev09",2022-08-11 15:14:00,"probably eating",FALSE,1,"6.881828704",7,"10.333168","Rulm017_Rev09_IMG_0005.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3406","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 15:36:22,"probably eating",FALSE,1,"4.270625",7,"10.166504","Rulm011_Rev09_IMG_0012.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3407","hippolais poliglotta","rulm","rulm022","Rev09",2022-08-11 15:44:44,"probably eating",FALSE,1,"7.005138889",7,"16.24974","Rulm022_Rev09_IMG_0010.AVI",2298.730023284,54.326550926,-6.483769984916,36.980629982427,"Bird"
"3408","sylvia melanocephala","rulm","rulm036","Rev09",2022-08-11 16:35:34,"eating",FALSE,1,"6.953287037",7,"23.54129","Rulm036_Rev09_IMG_0005.AVI",2298.730023284,48.440324074,-6.440420039,36.98771001,"Bird"
"3409","sylvia communis","rulm","rulm017","Rev09",2022-08-11 16:59:26,"eating",FALSE,1,"6.881828704",7,"17.624718","Rulm017_Rev09_IMG_0006.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3410","hippolais poliglotta","rulm","rulm047","Rev09",2022-08-11 17:37:10,"probably eating",FALSE,1,"7.001273148",7,"16.499736","Rulm047_Rev09_IMG_0003.AVI",2298.730023284,55.695925926,-6.484169969,36.98134596,"Bird"
"3411","sylvia melanocephala","rulm","rulm014","Rev09",2022-08-11 17:49:24,"eating, eating",FALSE,1,"5.209953704",7,"27.33306","Rulm014_Rev09_IMG_0027.AVI, IMG_0028.AVI",2298.730023284,93.834791667,-6.442530015484,36.990809971467,"Bird"
"3412","sylvia communis","rulm","rulm017","Rev09",2022-08-11 18:24:08,"searching for food",FALSE,1,"6.881828704",7,"10.291502","Rulm017_Rev09_IMG_0009.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3413","sylvia melanocephala","rulm","rulm017","Rev09",2022-08-11 18:28:42,"eating, eating",FALSE,1,"6.881828704",7,"20.666336","Rulm017_Rev09_IMG_0010.AVI, IMG_0010.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3414","saxicola rubicola","rulm","rulm017","Rev09",2022-08-11 18:32:32,"eating",FALSE,1,"6.881828704",7,"10.333168","Rulm017_Rev09_IMG_0011.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3415","saxicola rubicola","rulm","rulm011","Rev09",2022-08-11 18:47:40,"eating",FALSE,1,"4.270625",7,"10.249836","Rulm011_Rev09_IMG_0102.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3416","sylvia communis","rulm","rulm027","Rev09",2022-08-11 19:18:50,"probably eating",FALSE,1,"7.001550926",7,"10.249836","Rulm027_Rev09_IMG_0004.AVI",2298.730023284,70.876874999,-6.482319999486,36.981770005077,"Bird"
"3417","sylvia melanocephala","rulm","rulm017","Rev09",2022-08-11 19:17:56,"eating, probably eating",FALSE,1,"6.881828704",7,"20.499672","Rulm017_Rev09_IMG_0012.AVI, IMG_0012.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3418","sylvia melanocephala","rulm","rulm017","Rev09",2022-08-11 19:25:22,"eating, eating, probably eating, eating",FALSE,1,"6.881828704",7,"52.999152","Rulm017_Rev09_IMG_0013.AVI, IMG_0014.AVI, IMG_0013.AVI, IMG_0014.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3419","sylvia communis","rulm","rulm027","Rev09",2022-08-11 20:46:50,"probably eating",FALSE,1,"7.001550926",7,"16.374738","Rulm027_Rev09_IMG_0005.AVI",2298.730023284,70.876874999,-6.482319999486,36.981770005077,"Bird"
"3420","cervus elaphus","rulm","rulm045","Rev09",2022-08-12 02:28:24,"probably eating, probably eating",FALSE,1,"7.00087963",7,"20.41634","Rulm045_Rev09_IMG_0034.AVI, IMG_0035.AVI",2298.730023284,61.673842594,-6.484169969,36.98140003,"Mammal"
"3421","apode-mus","rulm","rulm012","Rev09",2022-08-12 05:41:34,"probably eating, eating, searching for food, eating",FALSE,1,"6.965416667",7,"75.33258","Rulm012_Rev09_IMG_0005.AVI, IMG_0006.AVI, IMG_0005.AVI, IMG_0006.AVI",2298.730023284,117.488587963,-6.44174002111,36.989489989355,"Mammal"
"3422","cyanistes caeruleus","rulm","rulm011","Rev09",2022-08-12 07:33:28,"eating",FALSE,1,"4.270625",7,"10.458166","Rulm011_Rev09_IMG_0145.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3423","sylvia melanocephala","rulm","rulm001","Rev09",2022-08-12 08:08:18,"probably eating, searching for food",FALSE,1,"7.05337963",7,"20.666336","Rulm001_Rev09_IMG_0002.AVI, IMG_0002.AVI",2298.730023284,99.510601853,-6.452510012314,36.960070012137,"Bird"
"3424","sylvia communis","rulm","rulm036","Rev09",2022-08-12 08:16:10,"probably eating, searching for food",FALSE,1,"6.953287037",7,"20.916332","Rulm036_Rev09_IMG_0009.AVI, IMG_0009.AVI",2298.730023284,48.440324074,-6.440420039,36.98771001,"Bird"
"3425","sylvia communis","rulm","rulm017","Rev09",2022-08-12 08:46:10,"eating, eating",FALSE,1,"6.881828704",7,"20.41634","Rulm017_Rev09_IMG_0017.AVI, IMG_0017.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3426","sylvia melanocephala","rulm","rulm046","Rev09",2022-08-12 09:00:56,"searching for food",FALSE,1,"6.307638889",7,"10.374834","Rulm046_Rev09_IMG_0060.AVI",2298.730023284,39.605925949,-6.483859001,36.98106199,"Bird"
"3427","sylvia communis","rulm","rulm017","Rev09",2022-08-12 09:37:18,"eating, eating",FALSE,1,"6.881828704",7,"20.666336","Rulm017_Rev09_IMG_0018.AVI, IMG_0018.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3428","sylvia melanocephala","rulm","rulm015","Rev09",2022-08-12 09:53:36,"eating",FALSE,1,"4.021898148",7,"24.749604","Rulm015_Rev09_IMG_0005.AVI",2298.730023284,122.363703703,-6.442690026015,36.992230033502,"Bird"
"3429","sylvia melanocephala","rulm","rulm017","Rev09",2022-08-12 10:20:46,"probably eating",FALSE,1,"6.881828704",7,"10.333168","Rulm017_Rev09_IMG_0019.AVI",2298.730023284,93.191666668,-6.442639986053,36.993060009554,"Bird"
"3430","parus major","rulm","rulm011","Rev09",2022-08-12 10:25:26,"eating",FALSE,1,"4.270625",7,"10.249836","Rulm011_Rev09_IMG_0146.AVI",2298.730023284,41.907384258,-6.442089965567,36.988980034366,"Bird"
"3431","sylvia communis","rulm","rulm027","Rev09",2022-08-12 10:26:08,"eating",FALSE,1,"7.001550926",7,"10.166504","Rulm027_Rev09_IMG_0009.AVI",2298.730023284,70.876874999,-6.482319999486,36.981770005077,"Bird"
"3432","sylvia melanocephala","rulm","rulm014","Rev09",2022-08-12 11:48:56,"eating",FALSE,1,"5.209953704",7,"10.533228","Rulm014_Rev09_IMG_0038.AVI",2298.730023284,93.834791667,-6.442530015484,36.990809971467,"Bird"
"3433","sylvia melanocephala","rulm","rulm014","Rev09",2022-08-12 11:59:56,"eating, eating",FALSE,1,"5.209953704",7,"37.866288","Rulm014_Rev09_IMG_0040.AVI, IMG_0040.AVI",2298.730023284,93.834791667,-6.442530015484,36.990809971467,"Bird"
"3434","sylvia melanocephala","rulm","rulm014","Rev09",2022-08-12 12:29:54,"eating, eating",FALSE,1,"5.209953704",7,"20.99979","Rulm014_Rev09_IMG_0043.AVI, IMG_0043.AVI",2298.730023284,93.834791667,-6.442530015484,36.990809971467,"Bird"
